i,URL,Green Hosting,Bytes,Cleaner Than %,Statistics: Adjusted Bytes,Statistics: Energy (KWG),"Statistics: CO2 Grams, Grid","Statistics: CO2 Litres, Grid","Statistics: CO2 Grams, Renewable","Statistics: CO2 Litres, Renewable",Gathered At:
45979,https://www.diablofans.com/,True,74909733,1.0,56556848.415,0.042664862439176,18.85786919811582,10.48874684799202,16.349175286692272,9.09341129445824,2022-05-18 16:34:18
34906,https://camwhores.biz/,False,74325594,1.0,56115823.47,0.0423321658845059,18.71081732095164,10.406956593913296,16.221685966942687,9.02250173481352,2022-05-13 14:22:21
38336,https://www.tuvsud.com/de-de,False,73312572,1.0,55350991.86,0.0417551988797262,18.455797904838995,10.265114794671447,16.000592210711098,8.89952938759751,2022-05-14 12:41:30
6092,https://frame.io/,True,72388587,1.0,54653383.185,0.0412289429268334,18.22319277366037,10.135739820709896,15.798930929562566,8.787365383022697,2022-05-04 19:31:27
1506,https://www.coindesk.com/,False,72011153,1.0,54368420.515,0.0410139752711635,18.12817706985427,10.082892086252944,15.71655532390986,8.741548071158663,2022-05-04 17:27:02
520,https://www.fastcompany.com/,False,71686292,1.0,54123150.46,0.0408289505844935,18.046396158346163,10.037405543272133,15.645653863977945,8.70211267914453,2022-05-04 17:25:45
15863,https://www.virgingalactic.com/,True,71074978,1.0,53661608.39,0.0404807764998637,17.89250321293976,9.951810287037093,15.51223355474778,8.627904303150713,2022-05-06 11:48:23
20687,https://uni-corn.net/,False,70727035,1.0,53398911.425,0.0402826054526958,17.80491161009157,9.903091837532928,15.436294409473057,8.58566695054891,2022-05-06 19:19:03
41980,https://drunkenstepfather.com/,False,70406987,1.0,53157275.185,0.0401003220117185,17.72434232917959,9.858279203489683,15.366443394890544,8.54681581623812,2022-05-15 12:55:26
28480,http://www.pfl.az/,True,70094643,1.0,52921455.465,0.0399224263864103,17.645712462793384,9.814545271805676,15.298273791272456,8.508899882705737,2022-05-12 12:46:40
4296,https://camwhores.tv/,True,69894724,1.0,52770516.62,0.0398085624558851,17.59538460550122,9.786552917579776,15.254641133095175,8.484631398227537,2022-05-04 18:55:37
5809,https://www.fastcompany.com/co-design,False,69146214,1.0,52205391.57,0.039382248345483,17.406953768703527,9.6817476861529,15.091277565989126,8.39376858220315,2022-05-04 19:23:43
6461,https://steamunlocked.net/,True,68858880,1.0,51988454.4,0.0392185971736908,17.334619950771334,9.641515616619014,15.028566436958316,8.358888652236214,2022-05-04 19:47:04
11802,https://www.tuvsud.com/en,True,67576952,1.0,51020598.76,0.038488474670425,17.011905804327874,9.462022008367162,14.748783493706885,8.203273379199768,2022-05-05 18:16:53
46335,https://olivet.edu/,False,67313534,1.0,50821718.17,0.0383384448640979,16.945592629931312,9.425138620767791,14.691292071922351,8.17129665040321,2022-05-19 10:09:34
34315,https://webeden.co.uk/,True,66796929,1.0,50431681.395,0.0380442123207729,16.815541845781638,9.352804374623746,14.578542161320192,8.10858515012629,2022-05-13 12:59:22
44561,https://www.mangoboard.net/,False,65508230,1.0,49458713.65,0.037310233392287,16.491123159390874,9.172362701253205,14.2972814359244,7.952147934661149,2022-05-18 12:00:56
23859,https://www.bellaonline.com/,False,63431188,1.0,47890546.94,0.0361272534554824,15.96824602732323,8.881538440397179,13.843963524140865,7.700012512127147,2022-05-07 10:37:50
25374,https://www.captechu.edu/,False,62757611,1.0,47381996.305,0.0357436174592468,15.798678916987123,8.787225213628238,13.69695421038341,7.618245931815252,2022-05-10 16:11:59
44255,https://www.lifeloveandsugar.com/,True,62675802,1.0,47320230.51,0.0356970231170766,15.77808421774786,8.775770441911359,13.679099258463756,7.60831500755754,2022-05-18 11:42:31
40519,https://nei.org/home,True,62526379,1.0,47207416.145,0.0356119191995356,15.740468286194748,8.754848460781517,13.646487437262056,7.590176312605153,2022-05-15 10:05:11
28621,https://www.leadertelegram.com/,False,62394318,1.0,47107710.09,0.0355367038146592,15.7072230860794,8.73635748047736,13.617664901777434,7.574145218368607,2022-05-12 12:46:30
