url,green,bytes,cleanerThan,statistics_adjustedBytes,statistics_energy,statistics_co2,timestamp
https://www.tumblr.com/explore/trending?source=homepage_explore,unknown,14338600,0.05,10825643,0.008166554225608707,{'grid': {'grams': 3.6096169677190484, 'litres': 2.0076689574453344}, 'renewable': {'grams': 3.1294235792532565, 'litres': 1.7405853947806609}},1650922386
