URL,Green Hosting,Bytes,Cleaner Than %,Stats_Adjusted Bytes,Stats_Energy,Stats_CO2_Grid_Grams,Stats_CO2_Grid_Litres,Stats_CO2_Renewable_Grams,Stats_CO2_Renewable_Litres
https://www.jiffyshirts.com/,unknown,1527643,0.59,1153370.465,0.000870069560268894,0.38457074563885113,0.21389824872432894,0.33341065549504023,0.18544300658634133,1652604688
https://edukite.org/,True,3275684,0.35,2473141.42,0.0018656668720766904,0.8246247574578971,0.4586562900980823,0.7149235453797879,0.39764047594023794,1652604682
https://armut.com/,True,1836937,0.58,1386887.435,0.0010462280570995063,0.4624328012379818,0.25720512404856544,0.4009145914805309,0.22298869578147124,1652604676
https://tamara.co/,unknown,3461975,0.29,2613791.125,0.0019717689708340915,0.8715218851086685,0.4847404724974413,0.755581869623624,0.42025463588465956,1652604680
https://www.eldorado.gg/variant/1,True,799200,0.83,603396,0.00045518461614847184,0.20119160033762457,0.11190276810778677,0.17442674490809443,0.0970161555178821,1652604675
https://www.spot.ph/,True,11917624,0.08,8997806.12,0.0067876865688711405,3.000157463441044,1.6686875811659083,2.601041493191421,1.4466992785130681,1652604700
https://efinancethai.com/,unknown,2019358,0.48,1524615.29,0.001150125996116549,0.5083556902835147,0.2827474349356908,0.44072828171186157,0.24513307028813736,1652604691
https://www.xxxvideohd.net/,True,508397,0.89,383839.735,0.0002895576742943376,0.12798449203809723,0.07118497447158967,0.1109585007895902,0.06171511813917006,1652604674
https://comments.ua/,True,921646,0.79,695842.73,0.0005249237746931612,0.23201630841437726,0.1290474707400766,0.2011507904624194,0.11188006965519764,1652604677
https://marymount.edu/,unknown,1833576,0.51,1384349.88,0.0010443137984722853,0.4615866989247501,0.25673452194194596,0.4001810475745798,0.22258069866098124,1652604682
https://www.mortgageresearch.com/,unknown,1051892,0.71,794178.46,0.0005991054257377983,0.26480459817610685,0.1472843175055506,0.22957719914272431,0.12769083816318325,1652604680
https://rent.men/,True,4038168,0.28,3048816.84,0.00229993987865746,1.0165734263665973,0.5654181397451014,0.8813369615015387,0.4901996179871557,1652604686
https://ground.news/,unknown,2476616,0.4,1869845.08,0.0014105574365705254,0.6234663869641722,0.34677200442947254,0.5405256096938253,0.3006403441117056,1652604682
https://www.thinkuknow.co.uk/,unknown,3538424,0.28,2671510.12,0.002015310523286462,0.8907672512926162,0.49544474516895304,0.7722669925233724,0.4295349012414996,1652604682
https://expresspros.com/,unknown,2684827,0.37,2027044.385,0.00152914407835342,0.6758816826322116,0.37592539188003604,0.5859680108250306,0.32591540762088195,1652604693
https://ghbtns.com/,True,239324,0.95,180689.62,0.0001363070609048009,0.060247720919922,0.03350978237566061,0.052232865738719714,0.0290519199238759,1652604672
https://www.awin.com/nl?utm_source=www.affili.net&utm_medium=redirect,unknown,2552205,0.39,1926914.775,0.0014536091757472605,0.6424952556802892,0.3573558612093768,0.5570230361463502,0.3098162127045999,1652604679
https://topofblogs.com/,True,481184,0.9,363293.92,0.00027405850142240526,0.12113385762870313,0.06737465161308466,0.1050192177450657,0.05841168890980553,1652604676
https://www.ems1.com/,unknown,1358760,0.63,1025863.8,0.0007738821934908629,0.34205592952296143,0.19025150800067112,0.29655165654569865,0.16494203137071756,1652604684
https://sena.edu.co/es-co/Paginas/default.aspx,unknown,8918136,0.09,6733192.68,0.005079327217116952,2.245062629965693,1.2487038347869182,1.9463981895992162,1.0825866730550837,1652604698
https://www.linebiz.com/jp-en/,unknown,916497,0.76,691955.235,0.0005219911600928753,0.2307200927610509,0.12832651559369648,0.20002701254758987,0.11125502437896946,1652604681
https://www.eastman.com/pages/home.aspx,unknown,2308921,0.43,1743235.355,0.0013150466955732555,0.581250639443379,0.3232916056584073,0.5039258937436716,0.2802835821002301,1652604677
http://www.meteo.lt/lt,unknown,1832866,0.51,1383813.83,0.0010439094177447262,0.46140796264316897,0.25663510882213053,0.4000260888797791,0.22249451063493308,1652604685
https://guanajuato.gob.mx/,unknown,15131257,0.04,11424099.035,0.008618012274010108,3.8091614251124675,2.118655584647554,3.302422303400674,1.8368072851514545,1652604692
https://www.abeka.com/,unknown,5817956,0.16,4392556.78,0.003313618704490364,1.4646194673847408,0.8146213477593927,1.2697786875607076,0.7062509060212654,1652604692
https://wowslider.net/,True,687776,0.85,519270.88,0.00039172304123640065,0.1731415842264891,0.09630134914677321,0.15010826940178873,0.08349021944127487,1652604679
https://thainokoe.com/,unknown,2542216,0.39,1919373.08,0.0014479199375957252,0.6399806124173105,0.35595721662650803,0.5548429200866819,0.3086036321522124,1652604684
https://www.bouldercounty.org/,unknown,3901205,0.25,2945409.775,0.002221932558109984,0.9820941906846129,0.5462407888587816,0.8514445562677458,0.4735734621961201,1652604686
https://www.thesouledstore.com/,unknown,3254575,0.31,2457204.125,0.001853644234361127,0.8193107515876181,0.4557006400330331,0.710316470607184,0.3950780209517156,1652604686
https://deepika.com/,True,10838382,0.09,8182978.41,0.006173003941867501,2.7284677423054355,1.5175737582702828,2.365495110523627,1.3156883804732409,1652604756
https://www.eregulations.com/,unknown,1249163,0.65,943118.065,0.0007114611870143563,0.3144658446603455,0.17490590280008414,0.2726319268639014,0.15163787772170195,1652604676
https://www.sheeel.com/,True,3935999,0.29,2971679.245,0.002241749491961673,0.9908532754470595,0.5511125918036544,0.8590384053197133,0.47779716103882447,1652604682
https://i57n.com/,True,83860,0.98,63314.3,4.7762489877641207e-05,0.021111020525917415,0.011741949616515264,0.01830258612111211,0.010179898400562553,1652604672
