URL,Green Hosting,Bytes,Cleaner Than %,Stats_Adjusted Bytes,Stats_Energy,Stats_CO2_Grid_Grams,Stats_CO2_Grid_Litres,Stats_CO2_Renewable_Grams,Stats_CO2_Renewable_Litres
https://www.subaru.com/,unknown,4361666,0.22,3293057.83,0.0024841882682405413,1.0980112145623193,0.6107138375395619,0.9519409443897756,0.5294695532695931,1651757383
https://crosspilot.io/,True,183819,0.96,138783.345,0.00010469417036511005,0.046274823301378644,0.025738056720226797,0.04011880608391017,0.022314079943870833,1651757365
https://www.gov.uk/government/organisations/foreign-commonwealth-office,unknown,188303,0.95,142168.765,0.0001072480340022594,0.04740363102899865,0.026365899578329046,0.0410974466296658,0.022858399815420115,1651757361
https://vipergirls.to/forum.php?s=767d68dcbf3bd0abfdc2e9e83a6b687f,True,623601,0.87,470818.755,0.00035517214941792194,0.1569860900427215,0.08731566328176167,0.1361019676569477,0.0756999144107943,1651757367
https://www.ewtn.com/,unknown,18230170,0.03,13763778.35,0.010382999166380615,4.589285631540232,2.5525606682626765,3.978765280557052,2.212989249045832,1651757398
https://add0n.com/index.html,True,710883,0.85,536716.665,0.00040488364049233504,0.1789585690976121,0.09953675613209183,0.1551514110366628,0.08629521481859183,1651757365
https://www.taptapdigital.com/,unknown,2718000,0.37,2052090,0.0015480377711355687,0.6842326948419214,0.3805702248710766,0.59320807389915,0.3299423307027072,1651757371
https://datingjet.com/,True,1358207,0.68,1025446.285,0.000773567232163623,0.3419167166163214,0.1901740777819979,0.29643096336510044,0.16487490182366885,1651757369
https://level-plus.net/,True,354307,0.93,267501.785,0.0002017956654075533,0.08919368411013856,0.049609527102059056,0.07732809898417445,0.04300988865499782,1651757367
https://www.workfront.com/,True,5066396,0.22,3825128.98,0.0028855674656108024,1.2754208197999746,0.7093890599727457,1.1057494528220595,0.6150178456596294,1651757376
https://www.qobuz.com/us-en/discover,True,3070832,0.37,2318478.16,0.0017489933498203757,0.773055060620606,0.42997322471718097,0.6702142516511681,0.3727731667683796,1651757369
https://wefunder.com/,True,6044425,0.18,4563540.875,0.0034426041960250587,1.521631054643076,0.8463311925924787,1.3192059279168027,0.7337423371073255,1651757397
https://www.bayut.com/,unknown,1559507,0.58,1177427.785,0.0008882177116815,0.392592228563223,0.2183597975268646,0.3403650271163508,0.18931102808211428,1651757377
https://nankai.edu.cn/,unknown,764462,0.8,577168.81,0.00043539957711473116,0.19244661308471117,0.10703880619771633,0.166845117950365,0.09279925460399299,1651757374
https://www.showingtime.com/,unknown,2381592,0.42,1798101.96,0.0013564364869147539,0.5995449272163212,0.33346688851771783,0.5197864617857336,0.289105230045225,1651757371
https://nanoreview.net/,True,592867,0.87,447614.585,0.0003376675898674876,0.1492490747214295,0.08301233536005907,0.12939422043722126,0.07196906540718245,1651757364
https://www.resellerclub.com/,True,4174302,0.27,3151598.01,0.002377475041989237,1.0508439685592428,0.5844794153126507,0.9110484360902757,0.5067251401534113,1651757383
https://response.jp/,unknown,5956164,0.15,4496903.82,0.0033923351151868707,1.4994121209125968,0.8339730216515862,1.299942816139609,0.7230281943368504,1651757408
https://pcpartpicker.com/,True,634263,0.87,478868.565,0.0003612446949351579,0.15967015516133978,0.08880854030073718,0.13842896709915253,0.07699419150054862,1651757370
https://www.inforum.com/,unknown,13923851,0.05,10512507.505,0.007930333799729124,3.505207539480273,1.9495964334589273,3.0389039120562007,1.6902383558856584,1651757390
https://www.remind.com/,unknown,3454013,0.29,2607779.815,0.001967234211182222,0.8695175213425421,0.48362564537072184,0.7538441497250274,0.4192881160770602,1651757371
https://samsunghealth.com/,unknown,3919740,0.25,2959403.7,0.0022324891733005647,0.9867602145988495,0.54883603135988,0.8554898512087764,0.47582345524232134,1651757366
https://www.jbc.org/,unknown,5317146,0.18,4014445.23,0.003028382208477706,1.338544936147146,0.7444986934850425,1.160476062288657,0.6454567858449509,1651757390
https://manuals.plus/,True,2170886,0.5,1639018.93,0.0012364288170821965,0.5465015371503309,0.303964154963014,0.4737995227058978,0.2635272945290203,1651757369
https://kaotic.com/,True,9051898,0.11,6834182.99,0.0051555114070884886,2.278736041933112,1.2674329865231966,1.9755919711963088,1.0988242543793867,1651757369
https://figshare.com/,True,3303185,0.35,2493904.675,0.0018813300754409283,0.8315478933448903,0.4625069382784279,0.7209256849089638,0.4009788659463656,1651757393
https://bitop.com/,unknown,9525022,0.09,7191391.61,0.005424979332927615,2.3978408651540057,1.3336790891986576,2.078852080377862,1.1562575271061666,1651757379
https://jl.gov.cn/,unknown,4764298,0.2,3597044.99,0.002713507452886552,1.199370294175856,0.667089757620611,1.039816055946127,0.5783456903172357,1651757422
https://www.altmetric.com/,unknown,3243909,0.31,2449151.295,0.001847569410642609,0.8166256795040332,0.45420720294014316,0.7079885981582478,0.39378325829561733,1651757372
https://bsu.edu/,True,44453426,0.01,33562336.63,0.02531846302589402,11.190760657445157,6.2243010776709955,9.70203503152259,5.396271884532863,1651757377
https://www.aha.org/,True,5378929,0.21,4061091.395,0.003063570735929534,1.3540982652808542,0.753149455149211,1.1739603060081976,0.6529567222017594,1651757375
https://www.teamsnap.com/,True,3185934,0.36,2405380.17,0.0018145497308112682,0.8020309810185805,0.4460896316425344,0.695335456846878,0.3867455810982335,1651757394
