URL,Green Hosting,Bytes,Cleaner Than %,Stats_Adjusted Bytes,Stats_Energy,Stats_CO2_Grid_Grams,Stats_CO2_Grid_Litres,Stats_CO2_Renewable_Grams,Stats_CO2_Renewable_Litres
https://birdeye.com/,unknown,13267753,0.05,10017153.515,0.007556652973545716,3.3400406143072066,1.857730589677668,2.8957094194627184,1.6105935791051638,1651752754
https://webkit.org/,True,864161,0.81,652441.555,0.0004921831745188684,0.21754496313733984,0.1209985084969884,0.18860459247563038,0.1049018743349456,1651752754
https://www.usni.org/,True,6170386,0.18,4658641.43,0.003514345323946327,1.5533406331842765,0.8639680601770944,1.3466971281362325,0.7490329426693724,1651752790
https://www.topspeed.com/,True,2989769,0.39,2257275.595,0.0017028238921891902,0.752648160347622,0.4186229067853473,0.6525221154868978,0.36293280063381245,1651752769
https://www.medicaid.gov/,True,1440665,0.65,1087702.075,0.0008205312124919147,0.36267479592142626,0.20171972149149725,0.3144275606269017,0.1748846092206827,1651752757
https://www.litmus.com/,unknown,1809151,0.52,1365909.005,0.0010304025318939238,0.45543791909711434,0.25331457060181495,0.39485025022175163,0.21961570917333822,1651752756
https://www.leanplum.com/,True,1918382,0.56,1448378.41,0.0010926150829531252,0.4829358666652813,0.2686089290392294,0.41869009978763755,0.23287543350188397,1651752764
https://matomeura.jp/,unknown,109704,0.97,82826.52,6.248194836080075e-05,0.027617021175473933,0.015360587177798599,0.023943082611858853,0.013317142548715891,1651752768
https://webhostingpost.com/,True,5175460,0.22,3907472.3,0.002947684901766479,1.3028767265807837,0.7246600353242317,1.1295528543569149,0.6282572975933159,1651752777
https://www.grc.com/intro.htm,unknown,70512,0.98,53236.56,4.016013219952584e-05,0.01775077843219042,0.00987298296398431,0.015389362658858301,0.008559563510856986,1651752756
https://worldathletics.org/,unknown,8890828,0.1,6712575.14,0.005063773936964572,2.2381880801383405,1.2448802101729448,1.940438172644824,1.079271711625051,1651752762
https://instapage.com/,True,6302415,0.17,4758323.325,0.0035895424832124265,1.5865777775798926,0.882454559889936,1.3755126795670019,0.7650601523751662,1651752754
https://www.cdw.com/,unknown,4464986,0.22,3371064.43,0.0025430342073552315,1.1240211196510124,0.625180546749893,0.9744907082585248,0.5420117319333914,1651752772
https://www.shure.com/en-EU,True,6666735,0.16,5033384.925,0.003797041055979207,1.6782921467428096,0.9334660920183505,1.4550261326512322,0.8092855349806152,1651752757
https://nnmclub.to/,unknown,2103171,0.46,1587894.105,0.0011978617171291262,0.5294548789710738,0.2944828036837112,0.45902061000388117,0.25530726328415865,1651752753
https://lenovomm.com/,unknown,1150144,0.68,868358.72,0.0006550648838281631,0.2895386786520481,0.1610414130662691,0.2510208634829521,0.13961780426921794,1651752765
https://pointblog.net/,True,317034,0.94,239360.67,0.00018056681631132963,0.07981053280960769,0.04439061834870379,0.06919320401050152,0.03848526007064094,1651752747
https://nova.rs/,True,4816710,0.24,3636616.05,0.002743358724284917,1.2125645561339333,0.6744284061216936,1.0512550631459803,0.5847080661217942,1651752767
https://www.viddler.com/,unknown,8674717,0.1,6549411.335,0.004940687847649679,2.183784028661158,1.214620676741336,1.8932715832193572,1.0530376545866063,1651752759
https://sextop.net/,True,3434568,0.34,2593098.84,0.0019561593051999806,0.8646224128983914,0.48090298605408516,0.7496002457526326,0.41692765668761417,1651752751
https://www.uta-net.com/,unknown,2288031,0.43,1727463.405,0.0013031487893778832,0.5759917649050244,0.3203666196401745,0.49936661608960486,0.2777477118690382,1651752766
https://www.sports-reference.com/,unknown,1006262,0.73,759727.81,0.0005731168446131052,0.2533176453189925,0.1408952743264236,0.21961837485574193,0.12215174009476364,1651752755
https://mountain.com/,True,3980083,0.29,3004962.665,0.002266857548290864,1.0019510363445618,0.5572851664148452,0.8686598125050591,0.48314858771531377,1651752755
https://www.opticsplanet.com/,unknown,2000934,0.48,1510705.17,0.0011396326010115446,0.5037176096471027,0.28016773448571847,0.43670721270762397,0.2428965517079804,1651752768
https://www.rabobank.nl/particulieren/,True,3032093,0.38,2289230.215,0.0017269295399542897,0.763302856659796,0.4245490488741785,0.6617593997104839,0.3680705781189711,1651752753
https://www.totalwine.com/,unknown,2123485,0.46,1603231.175,0.001209431562339887,0.53456875055423,0.2973271390582627,0.46345417468864475,0.2577732119618242,1651752827
https://www.adme.ru/,True,1974827,0.55,1490994.385,0.0011247633507940919,0.4971454010509886,0.2765122720645598,0.43100931602429604,0.23972738157271342,1651752755
https://onlyindianporn2.com/,True,482215,0.9,364072.325,0.00027464570780284705,0.1213934028488584,0.06751901066453503,0.10524423523005101,0.05853684363495436,1651752750
https://www.cummins.com/,unknown,26292583,0.01,19850900.165,0.01497494907458313,6.618927490965743,3.6814474704751454,5.7384004853802555,3.1916983499684974,1651752765
https://templatelab.com/,True,1412435,0.66,1066388.425,0.0008044528069440276,0.35556814066926024,0.1977669998402425,0.3082663156209514,0.17145772474837315,1651752756
https://www.uliege.be/cms/c_8699436/en/uliege,unknown,9357588,0.09,7064978.94,0.0053296172445639976,2.3556908220972868,1.3102352352505107,2.0423093281169242,1.135932448298633,1651752762
https://notes.io/,True,660909,0.86,498986.295,0.00037642093277536333,0.1663780522867106,0.09253947268186842,0.14424450143951925,0.08022879170066059,1651752749
https://www.uni-wuerzburg.de/startseite/,unknown,1014731,0.72,766121.905,0.0005779403662774712,0.2554496418946423,0.14208109082180004,0.22146674835752697,0.12317980543645647,1651752754
https://axar.az/,True,4724022,0.24,3566636.61,0.002690568244177848,1.1892311639266089,0.6614503733759798,1.0310257511689513,0.5734565228001707,1651752766
