URL,Green Hosting,Bytes,Cleaner Than %,Stats_Adjusted Bytes,Stats_Energy,Stats_CO2_Grid_Grams,Stats_CO2_Grid_Litres,Stats_CO2_Renewable_Grams,Stats_CO2_Renewable_Litres
True,3596741,0.32,2715539.455,0.0020485249893274,0.9054480452827178,0.5036102027862476,0.7849947759102658,0.4366140943612897,1651684856
unknown,3820435,0.26,2884428.425,0.0021759299787227,0.9617610505954362,0.5349314963411815,0.8338163678465411,0.4637686637962461,1651679044
unknown,3405624,0.29,2571246.12,0.0019396742407232,0.8573360143996775,0.4768502912091005,0.7432831690451505,0.4134140986229126,1651685587
True,2361379,0.47,1782841.145,0.0013449241662863,0.5944564814985731,0.3306366950095063,0.5153749405209349,0.2866515419177439,1651678672
True,2788761,0.41,2105514.555,0.0015883397213649,0.7020461568432862,0.3904780724362357,0.6086517812270301,0.3385321207184741,1651685216
unknown,1288120,0.64,972530.6,0.0007336491588503,0.324272928211838,0.1803606026714242,0.2811343576714397,0.1563669297368547,1651685388
unknown,1728308,0.54,1304872.54,0.0009843583753332,0.4350864018972963,0.2419950567352761,0.3772061294277012,0.2098020491876874,1651686309
unknown,3848278,0.26,2905449.89,0.0021917879682965,0.9687702819870788,0.5388300308412131,0.8398931494512412,0.4671485697247802,1651684902
unknown,2099839,0.46,1585378.445,0.0011959639754612,0.5286160771538504,0.2940162621129715,0.458293395396732,0.2549027865196622,1651685257
unknown,4627315,0.21,3493622.825,0.0026354887413326,1.1648860236690382,0.6479096063647188,1.0099192856786774,0.5617171066944803,1651685235
unknown,3813363,0.26,2879089.065,0.002171902118856,0.9599807365343908,0.533941285660428,0.8322728919456528,0.462910182500172,1651685314
unknown,166241,0.96,125511.955,9.468261483125387e-05,0.0418497157554142,0.0232768119031613,0.0362823780033364,0.0201802586454557,1651685086
True,3294442,0.35,2487303.71,0.0018763504969887,0.8293469196690247,0.4612827567199115,0.7190175104460866,0.3999175393101133,1651679054
True,795181,0.83,600361.655,0.0004528955934103,0.2001798522873782,0.1113400338422397,0.1735495913948491,0.096528282733815,1651685503
unknown,4765878,0.2,3598237.89,0.0027144073423929,1.1997680453376849,0.6673109868168201,1.040160893604979,0.5785374890230892,1651685267
True,27813,0.99,20998.815,1.5840903064236046e-05,0.0070016791543923,0.003894333945673,0.0060702340542152,0.0033762641809545,1651679047
True,2820807,0.41,2129709.285,0.0016065915309358,0.7101134566736409,0.394965104601879,0.6156458746546136,0.342422235482896,1651685021
unknown,1107802,0.69,836390.51,0.0006309489841572,0.278879450997524,0.1551127506448228,0.2417796507290751,0.1344778417355115,1651685255
True,1861116,0.57,1405142.58,0.001059999214299,0.4685196527201682,0.2605906308429575,0.4061916989193857,0.2259238229389623,1651684871
True,16170729,0.05,12208900.395,0.0092100438847672,4.070839397067111,2.264200872648727,3.5292888166427985,1.962990439816724,1651684843
True,1740982,0.59,1314441.41,0.0009915768560953,0.4382769703941419,0.2437696509332217,0.3799722512557358,0.2113405661484402,1651678722
unknown,6445424,0.14,4866295.12,0.0036709933049976,1.6225790408089755,0.9024784624979522,1.4067246344751123,0.7824202416950573,1651678726
unknown,1016583,0.72,767520.165,0.000578995173471,0.2559158666742034,0.1423404050441919,0.2218709504741058,0.1234046226536976,1651685666
unknown,1733383,0.54,1308704.165,0.0009872488432098,0.4363639886987396,0.2427056505142389,0.3783137567180024,0.2104181114865529,1651684867
unknown,2090246,0.46,1578135.73,0.0011905002792365,0.5262011234225705,0.2926730648476336,0.4561997070034593,0.253738277035324,1651685018
unknown,180637,0.95,136380.935,0.0001028818612452,0.0454737826704047,0.0252925179212791,0.0394243292291835,0.0219278119172718,1651678744
unknown,705318,0.82,532515.09,0.0004017140929587,0.1775576290877536,0.0987575532986085,0.1539368404217809,0.0856196706425945,1651684911
True,170632,0.96,128827.16,9.718351028859616e-05,0.0429551115475595,0.0238916330427525,0.03724072114259,0.0207132890995085,1651685234
unknown,618084,0.85,466653.42,0.0003520299402996,0.1555972336124629,0.0865431813352518,0.1348978731228411,0.0750301970309242,1651685577
unknown,1357163,0.63,1024658.065,0.000772972621629,0.3416538987600245,0.1900278984903256,0.2962031086082384,0.1647481690079022,1651684827
unknown,1270860,0.65,959499.3,0.0007238187203183,0.3199278743807227,0.1779438837305579,0.2773673336260021,0.1542717109627823,1651684889
True,1948455,0.55,1471083.525,0.0011097431697417,0.4905064810258336,0.2728197047465686,0.4252535826450214,0.2365260426671608,1651685029
unknown,1236167,0.66,933306.085,0.000704059311049,0.3111942154836841,0.173086222652025,0.2697955279939995,0.1500602726702624,1651684849
unknown,573330,0.86,432864.15,0.0003265402852557,0.1443308060830459,0.0802767943433901,0.1251302373100072,0.069597437991826,1651684862
unknown,4214657,0.23,3182066.035,0.0024004592451732,1.0610029863665813,0.5901298610170924,0.9198559827503936,0.5116238976057689,1651686305
unknown,4134757,0.24,3121741.535,0.0023549521745648,1.040888861157652,0.578942384575886,0.9024176732932409,0.5019247098857004,1651684864
unknown,1906573,0.5,1439462.615,0.0010858892632182,0.4799630543424748,0.2669554508252844,0.4161127656652406,0.2314419202630068,1651685239
unknown,931310,0.75,703139.05,0.0005304279089905,0.2344491357738152,0.130400609317396,0.2032599747251719,0.1130531979421406,1651684817
unknown,2991304,0.34,2258434.52,0.0017036981519311,0.7530345831535756,0.4188378351500187,0.6528571318200231,0.3631191367182968,1651684882
unknown,2695000,0.37,2034725.0,0.0015349381137639,0.6784426462836564,0.3773497998629695,0.5881882851943374,0.3271503242250904,1651685634
True,3375663,0.34,2548625.565,0.0019226099435705,0.8497935950581915,0.472655197571366,0.7367441303762421,0.4097770853152657,1651685203
unknown,1211756,0.67,914875.78,0.0006901560181751,0.3050489600334317,0.1696682315705946,0.2644677861647308,0.1470969826648232,1651685148
unknown,3567503,0.28,2693464.765,0.0020318724770564,0.8980876348589547,0.4995163425085505,0.7786135332080351,0.433064847170309,1651686078
unknown,8771582,0.1,6622544.41,0.0049958573394455,2.208168944034912,1.2281835666722178,1.9144125324755168,1.064796250562882,1651685617
True,1689651,0.6,1275686.505,0.0009623412685934,0.4253548407183029,0.23658236240752,0.3687691741250083,0.2051094146483295,1651684973
unknown,438897,0.89,331367.235,0.0002499739270191,0.1104884757424704,0.061453690207962,0.0957900088337436,0.0532784029133282,1651686581
unknown,3554483,0.28,2683634.665,0.0020244569318834,0.8948099638924935,0.4976933019170048,0.7757718962977456,0.431484328720806,1651684866
unknown,1180254,0.68,891091.77,0.0006722140439786,0.2971186074385419,0.165257369457317,0.2575924216526002,0.1432729049231762,1651685451
True,7246109,0.14,5470812.295,0.0041270237033721,1.8241444768904709,1.0145891580464796,1.581475483132191,0.8796166637181246,1651686193
unknown,22799585,0.02,17213686.675,0.0129855109441559,5.739595837316943,3.192363204715683,4.976047793800571,2.767677782911877,1651686041
True,2272480,0.48,1715722.4,0.0012942917123436,0.5720769368559122,0.3181891922792583,0.4959725841701031,0.2758599513154113,1651684992
True,1756407,0.59,1326087.285,0.0010003621697891,0.4421600790468044,0.2459294359658325,0.3833387834632024,0.2132130313622331,1651684988
True,435685,0.91,328942.175,0.0002481445313896,0.1096798828742467,0.061003950854656,0.0950889844285324,0.0528884931391497,1651686206
unknown,1902138,0.5,1436114.19,0.0010833633075468,0.4788465819356963,0.2663344688726342,0.4151448194519431,0.2309035485791707,1651685223
True,2339493,0.48,1766317.215,0.0013324589879717,0.5889468726835214,0.3275722505865745,0.5105982841907815,0.2839947656669126,1651685114
unknown,1163493,0.68,878437.215,0.0006626678110565,0.2928991724870168,0.1629105197372787,0.2539343051968888,0.1412382605505095,1651684817
unknown,2967336,0.34,2240338.68,0.0016900471698492,0.7470008490733804,0.4154818722546141,0.647626075486243,0.3602096231854482,1651684922
unknown,477988,0.89,360880.94,0.000272238218598,0.1203292926203459,0.0669271525554364,0.1043216853667795,0.0580237214010027,1651679084
unknown,1729084,0.54,1305458.42,0.0009848003463819,0.4352817531008273,0.2421037110746801,0.3773754927335679,0.2098962490584104,1651685572
True,1112503,0.74,839939.765,0.0006336264402139,0.280062886574585,0.1557709775127841,0.2428056518900022,0.1350485035812192,1651684818
True,2448029,0.46,1848261.895,0.0013942757015582,0.6162698600887321,0.3427692961813527,0.534286448837109,0.2971701228431999,1651684903
unknown,1317945,0.64,995048.475,0.0007506359971594,0.3317811107444577,0.1845366537960673,0.2876437141114847,0.1599874337888077,1651684866
unknown,440002,0.89,332201.51,0.0002506032801233,0.1107666498145088,0.0616084106268298,0.0960311769432574,0.0534125406158397,1651679087
True,170815,0.96,128965.325,9.728773799724877e-05,0.0430011801947839,0.0239172564243388,0.0372806612005457,0.0207355037597435,1651684947
unknown,207630,0.95,156760.65,0.0001182557330466,0.0522690340066328,0.0290720367144891,0.045315596903488,0.02520453499772,1651684904
True,89641,0.98,67678.955,5.105506028048695e-05,0.0225663366439752,0.012551396441379,0.0195642990994826,0.0108816631591322,1651685465
unknown,524707,0.87,396153.785,0.0002988470400217,0.1320903916896321,0.0734686758577733,0.1145181857363507,0.0636950149065582,1651684889
True,3019354,0.38,2279612.27,0.0017196740384213,0.7600959249822423,0.4227653534751231,0.6589790915230662,0.3665241707051294,1651678685
unknown,1390098,0.62,1049523.99,0.0007917307614348,0.3499449965542183,0.1946394070834561,0.3033912277818472,0.1687462008922633,1651684818
True,1648026,0.61,1244259.63,0.0009386337365023,0.4148761115340516,0.2307540932352394,0.3596844478277117,0.2000564898817732,1651685335
True,5438834,0.2,4106319.67,0.0030976896478794,1.3691788243627177,0.7615372621105434,1.187034673067406,0.660228685160091,1651685469
unknown,3027301,0.33,2285612.255,0.0017242002548184,0.7620965126297436,0.4238780803246633,0.6607135376464205,0.367488869638939,1651686100
unknown,3101085,0.32,2341319.175,0.0017662239556666,0.7806709884046578,0.4342092037506705,0.676817019811459,0.3764456264191334,1651684889
unknown,10056718,0.08,7592822.09,0.0057278069601394,2.531690676381625,1.4081263542034597,2.1948956271254274,1.2208009478071624,1651678752
True,2802006,0.41,2115514.53,0.00159588341536,0.7053804695891217,0.3923326171854694,0.6115425247659535,0.3401399522748232,1651684819
True,2006735,0.54,1515084.925,0.0011429365624208,0.5051779605899938,0.2809799816801545,0.4379732907196508,0.2436007442982697,1651686063
unknown,1126510,0.69,850515.05,0.0006416041315533,0.2835890261465684,0.1577322163427213,0.245862703211233,0.1367488355260878,1651684951
True,238880,0.95,180354.4,0.0001360541805624,0.0601359478086233,0.0334476141711562,0.0521359619915485,0.0289980220596992,1651685345
unknown,2695522,0.37,2035119.11,0.0015352354190312,0.6785740552118048,0.3774228895088057,0.5883022125727684,0.3272136906329737,1651684924
True,4085585,0.28,3084616.675,0.0023269462462048,1.0285102408225648,0.5720573959455104,0.891685801545717,0.4959556428197277,1651684890
unknown,2641926,0.38,1994654.13,0.0015047098000533,0.6650817316235974,0.3699184591290448,0.5766047953804584,0.3207075871906109,1651684830
unknown,1028336,0.72,776393.68,0.0005856890983879,0.2588745814874768,0.1439860422233345,0.224436062502265,0.1248313379637597,1651685699
True,2706691,0.42,2043551.705,0.0015415967265609,0.6813857531399466,0.3789867558964382,0.590739865618162,0.3285695132568216,1651678746
unknown,1554303,0.58,1173498.765,0.0008852537718135,0.3912821671416052,0.2176311413641607,0.3392292453589663,0.188679306268657,1651684973
unknown,2833516,0.35,2139304.58,0.0016138299459591,0.7133128361139447,0.396744599446576,0.6184196352915466,0.3439650011491582,1651678721
True,2174047,0.5,1641405.485,0.0012382291656453,0.5472972912152299,0.3044067533739107,0.4744894162752853,0.2639110133323136,1651685042
True,796743,0.83,601540.965,0.0004537852310109,0.2005730721068568,0.1115587427058337,0.1738905005234107,0.096717896391121,1651684816
unknown,301600,0.93,227708.0,0.0001717763766646,0.0759251584857702,0.0422295731497854,0.0658247075378894,0.0366117023325741,1651685079
unknown,2870510,0.35,2167235.05,0.0016348998905159,0.7226257516080513,0.401924443044398,0.6264936380457133,0.3484557614810257,1651684967
True,2982985,0.39,2252153.675,0.0016989600628148,0.7509403477641754,0.4176730214264342,0.6510414960706606,0.3621092801145014,1651685106
unknown,1874244,0.5,1415054.22,0.0010674762709066,0.4718245117407292,0.2624287934301935,0.4090569070114195,0.2275174516797515,1651684826
unknown,3187307,0.32,2406416.785,0.0018153317234013,0.8023766217433849,0.4462818770136705,0.6956351164073871,0.3869122517457886,1651685282
