URL,Green Hosting,Bytes,Cleaner Than %,Stats_Adjusted Bytes,Stats_Energy,Stats_CO2_Grid_Grams,Stats_CO2_Grid_Litres,Stats_CO2_Renewable_Grams,Stats_CO2_Renewable_Litres
https://www.codashop.com/,unknown,1296579,0.64,978917.145,0.0007384669850114733,0.3264024073750712,0.18154501898201456,0.28298054865639666,0.1573937811626878,1651840996
https://www.datadriveninvestor.com/,True,2114859,0.51,1596718.545,0.0012045186212752015,0.5323972306036391,0.296119339661744,0.46157153567265724,0.2567260881411319,1651841044
https://baymard.com/,True,649349,0.86,490258.495,0.0003698369310703129,0.1634679235330783,0.09092085906909812,0.1417215119861439,0.07882550496669323,1651840997
https://www.sugarcrm.com/uk/?utm_source=sugarcrm.com&utm_medium=referral,True,6028935,0.18,4551845.925,0.0034337818615604193,1.5177315828097053,0.8441623063587579,1.3158252093499527,0.7318619814404436,1651841004
https://privacymark.jp/,unknown,2601528,0.39,1964153.64,0.0014817011062055827,0.6549118889428676,0.36426199263002285,0.5677878638979794,0.31580360990005607,1651841000
https://akwam.to/,True,856902,0.81,646961.01,0.00048804880874231464,0.21571757346410306,0.1199821143607341,0.187020303510055,0.10402069281229256,1651840996
https://ecfr.eu/,True,1174739,0.72,886927.945,0.0006690729739610106,0.2957302544907667,0.1644851675477644,0.25638876362185925,0.1426034303264781,1651840994
https://larrybrownsports.com/,True,1485598,0.64,1121626.49,0.0008461228170432151,0.3739862851331011,0.2080111717910308,0.3242342634909601,0.18033909735367196,1651841020
https://pornorips.com/,unknown,5735011,0.16,4329933.305,0.0032663773531559854,1.4437387900949454,0.8030075150508085,1.2516758017293736,0.6961820809218775,1651840994
https://downmagaz.net/,True,825503,0.82,623254.765,0.0004701654982287437,0.20781315021710473,0.11558567415075363,0.1801674189212546,0.10020911840400179,1651840996
https://mignews.com/,True,5688933,0.19,4295144.415,0.003240133613487706,1.432139057161566,0.7965557435932629,1.2416192006884892,0.6905885994229376,1651841017
https://happymod.com/,True,179395,0.96,135443.225,0.00010217447974719108,0.04516112004825846,0.02511861497084135,0.039153260639123624,0.021777043567480555,1651840991
https://www.torrentdownloads.pro/,True,281339,0.94,212410.945,0.00016023671762086452,0.07082462918842213,0.03939265875460038,0.06140271019231528,0.03415218740896575,1651840997
https://norml.org/,unknown,3359826,0.3,2536668.63,0.0019135899751447142,0.8458067690139637,0.4704377249255665,0.7332876784754545,0.4078546067680477,1651841002
https://www.womenshistory.org/,True,34166100,0.01,25795405.5,0.019459313205443324,8.60101643680595,4.783885342151468,7.456808820325882,4.147477065865255,1651841039
https://www.neakriti.gr/,unknown,3416671,0.29,2579586.605,0.0019459660631138832,0.8601169998963364,0.4783970753423422,0.7456941953852401,0.41475511147327043,1651841008
https://www.netdoktor.de/,unknown,1335107,0.63,1008005.785,0.0007604106197599323,0.33610149393389005,0.1869396509260296,0.29138934949200607,0.16207075618745373,1651841023
https://www.timeshighereducation.com/,True,1903431,0.56,1437090.405,0.0010840997361112386,0.47917208336116746,0.2665155127654813,0.4154270188778267,0.23106050789984717,1651841002
https://catholic.net/,unknown,3796073,0.26,2866035.115,0.002162054593814537,0.9556281304660253,0.5315203661652032,0.8284993203497306,0.4608113219785201,1651841020
https://parimatch.com/,True,3192272,0.36,2410165.36,0.0018181595407426357,0.803626517008245,0.4469770687599858,0.6967187360125782,0.3875149609701959,1651841006
https://cineuropa.org/,True,5160631,0.22,3896276.405,0.0029392390400636943,1.2991436557081528,0.7225837013048745,1.1263164001524077,0.626457181764769,1651841065
https://www.outkick.com/,unknown,5803804,0.16,4381872.02,0.003305558428354561,1.461056825332716,0.8126398062500565,1.266689989745468,0.7045329722964292,1651841000
https://www.alo.rs/,True,7665762,0.14,5787650.31,0.004366037204023451,1.9297884441783653,1.0733483326520066,1.6730654565817864,0.9305590069507894,1651841041
https://www.monticello.org/,True,4117374,0.28,3108617.37,0.0023450516813434664,1.0365128431538122,0.5765084433621502,0.8986238042908165,0.499814559946552,1651841000
https://www.ipsosisay.com/nl-nl,True,1528628,0.64,1154114.14,0.0008706305673345923,0.38481871076188984,0.21403616692576308,0.33362563340261586,0.1855625772985349,1651840992
https://www.outdoorgearlab.com/,True,1061219,0.76,801220.345,0.0006044176215771586,0.26715258873710407,0.14859026985557724,0.23161283258836718,0.1288230574856498,1651840997
https://ugu.pl/,True,1205604,0.71,910231.02,0.0006866521446034313,0.30350024791471664,0.16880683789016537,0.2631251018120349,0.1463501816278538,1651840993
https://englishrussia.com/,True,1938107,0.55,1463270.785,0.001103849463025108,0.4879014626570977,0.2713707935298777,0.4229951142312214,0.2352698825354053,1651840992
https://www.faststone.org/,unknown,41955,0.99,31676.025,2.3895483696833255e-05,0.0105618037940003,0.005874475270222965,0.009156749352626505,0.005092983989930861,1651841003
https://juris.de/jportal/nav/index.jsp,unknown,3444756,0.29,2600790.78,0.001961961883865297,0.8671871526684612,0.482329494314198,0.7518237938971819,0.4181643941656125,1651841024
https://suhosin.org/,True,61988,0.98,46800.94,3.5305285267531875e-05,0.015604936088249088,0.008679465452284141,0.013528985314518216,0.0075248216319350305,1651840989
https://www.simdif.com/en/,True,449535,0.9,339398.925,0.0002560328033287078,0.11316649907128885,0.06294320678345085,0.09811177023556085,0.054569766605018936,1651841004
https://www.southcoasttoday.com/,unknown,2935459,0.34,2216271.545,0.0016718916142825038,0.7389760935128666,0.41101850321185635,0.6406688665930556,0.3563400235990574,1651841037
